Chr	Start	Gene_symbol	ENSG_ID
9	5510544	PDCD1LG2	ENSG00000197646
9	5584489	AL162253.1	ENSG00000231509
9	5629024	RIC1	ENSG00000107036
9	5720180	AL136980.1	ENSG00000225408
9	5833116	ERMP1	ENSG00000099219
9	5856425	AK4P4	ENSG00000223621
9	5890801	MLANA	ENSG00000120215
9	6007824	KIAA2026	ENSG00000183354
9	6015617	RANBP6	ENSG00000137040
9	6215804	IL33	ENSG00000137033
9	6278666	SELENOTP1	ENSG00000233846
9	6328348	TPD52L3	ENSG00000170777
9	6413150	UHRF2	ENSG00000147854
9	6568843	AL353718.1	ENSG00000237158
9	6639138	RPL23AP57	ENSG00000206147
9	6645649	GLDC	ENSG00000178445
9	6645955	AL162411.1	ENSG00000236924
9	6662423	RPS3AP54	ENSG00000229057
9	6670007	RNF2P1	ENSG00000231381
9	6675283	AL354707.3	ENSG00000232946
9	6704470	AL354707.2	ENSG00000229611
9	6716547	AL354707.1	ENSG00000225489
9	6735075	PRELID3BP11	ENSG00000231108
9	6748980	SNRPEP2	ENSG00000256968
9	6757640	KDM4C	ENSG00000107077
9	6834455	ACTG1P14	ENSG00000230581
9	6902669	AL513412.1	ENSG00000224972
9	7478319	RPL4P5	ENSG00000230207
9	7786687	AL354694.1	ENSG00000273056
9	7888379	DMAC1	ENSG00000137038
9	7961079	AL135923.2	ENSG00000231902
9	8858129	PTPRD-AS1	ENSG00000225706
9	9090875	RPS26P3	ENSG00000212829
9	9799422	AL513422.1	ENSG00000230920
9	10612722	PTPRD	ENSG00000153707
9	10613201	PTPRD-AS2	ENSG00000226717
9	11276313	AL451129.1	ENSG00000230365
9	12159146	AL589678.1	ENSG00000224935
9	12685438	TYRP1	ENSG00000107165
9	12775019	LURAP1L	ENSG00000153714
9	12814343	LURAP1L-AS1	ENSG00000235448
9	12973436	PRDX1P1	ENSG00000214121
9	13279185	AL162386.2	ENSG00000234740
9	13279588	MPDZ	ENSG00000107186
9	13323448	AL162386.1	ENSG00000223672
9	13433051	LINC01235	ENSG00000270547
9	13446489	AL583785.1	ENSG00000226197
9	13986173	PES1P2	ENSG00000229268
9	14025969	AL360089.1	ENSG00000235533
9	14204246	AL441963.1	ENSG00000234982
9	14317083	AL136366.1	ENSG00000225472
9	14398981	NFIB	ENSG00000147862
9	14587323	AL159169.3	ENSG00000273399
9	14590062	AL159169.2	ENSG00000272871
9	14593574	CDCA4P1	ENSG00000229029
9	14693468	ZDHHC21	ENSG00000175893
9	14722714	CER1	ENSG00000147869
9	14910992	FREM1	ENSG00000164946
9	14922331	LDHAP4	ENSG00000214110
9	14993309	AL592293.1	ENSG00000215237
9	15055054	AL592293.2	ENSG00000234297
9	15146398	CLCN3P1	ENSG00000232000
9	15307357	TTC39B	ENSG00000155158
9	15361390	RPL7P33	ENSG00000215236
9	15422701	SNAPC3	ENSG00000164975
9	15511016	PSIP1	ENSG00000164985
9	15526078	RN7SL98P	ENSG00000240613
9	15527680	FTH1P12	ENSG00000213362
9	15552894	CCDC171	ENSG00000164989
9	16276310	C9orf92	ENSG00000205549
9	16473185	AL449983.1	ENSG00000231756
9	16726811	BNC2-AS1	ENSG00000234779
9	16870840	BNC2	ENSG00000173068
9	17048916	AL162725.2	ENSG00000237153
9	17134979	CNTLN	ENSG00000044459
9	17448540	SAMM50P1	ENSG00000224488
9	17579079	SH3GL2	ENSG00000107295
9	17591315	PABPC1P11	ENSG00000228810
9	18473891	ADAMTSL1	ENSG00000178031
9	18718523	RAP1BP1	ENSG00000236857
9	19026889	AL356000.1	ENSG00000236680
9	19033250	SAXO1	ENSG00000155875
9	19049371	RRAGA	ENSG00000155876
9	19063783	SCARNA8	ENSG00000251733
9	19103116	HAUS6	ENSG00000147874
9	19149287	PLIN2	ENSG00000147872
9	19201043	AL161909.1	ENSG00000232176
9	19230432	DENND4C	ENSG00000137145
9	19371942	AL391834.1	ENSG00000272842
9	19375448	AL391834.2	ENSG00000273226
9	19380251	RPS6	ENSG00000137154
9	19408924	ACER2	ENSG00000177076
9	19453206	AL158206.1	ENSG00000260912
9	19464521	MAP1LC3BP1	ENSG00000231909
9	19786925	SLC24A2	ENSG00000155886
9	19926091	AL591222.1	ENSG00000261402
9	19958144	AL591222.2	ENSG00000270712
9	20622541	MLLT3	ENSG00000171843
9	20658307	FOCAD	ENSG00000188352
9	20684686	FOCAD-AS1	ENSG00000227071
9	21031634	HACD4	ENSG00000188921
9	21077942	IFNB1	ENSG00000171855
9	21142143	IFNW1	ENSG00000177047
9	21166658	IFNA21	ENSG00000137080
9	21278617	IFNA22P	ENSG00000224416
9	21321298	IFNA20P	ENSG00000226393
9	21335378	KLHL9	ENSG00000198642
9	21351376	IFNA6	ENSG00000120235
9	21368074	IFNA13	ENSG00000233816
9	21385395	IFNA2	ENSG00000188379
9	21396344	AL353732.1	ENSG00000261696
9	21399137	IFNA11P	ENSG00000231195
9	21403079	IFNA12P	ENSG00000235108
9	21409145	IFNA8	ENSG00000120242
9	21420232	IFNWP2	ENSG00000237691
9	21440439	IFNA1	ENSG00000197919
9	21455482	IFNWP19	ENSG00000238271
9	21482311	IFNE	ENSG00000184995
9	21559667	MIR31HG	ENSG00000171889
9	21695174	KHSRPP1	ENSG00000229835
9	21802541	MTAP	ENSG00000099810
9	21812345	TUBB8P1	ENSG00000229298
9	21861924	AL359922.2	ENSG00000265194
9	21929455	ERVFRD-3	ENSG00000264801
9	21967136	CDKN2A-DT	ENSG00000224854
9	21994776	CDKN2B-AS1	ENSG00000240498
9	21995299	CDKN2A	ENSG00000147889
9	21995480	AL449423.1	ENSG00000266446
9	22009361	CDKN2B	ENSG00000147883
9	22012153	UBA52P6	ENSG00000215221
9	22446839	DMRTA1	ENSG00000176399
9	22646198	LINC01239	ENSG00000234840
9	22747698	CLIC4P1	ENSG00000236739
9	22767173	AC017067.1	ENSG00000224549
9	23672396	AL445623.1	ENSG00000233906
9	23826334	ELAVL2	ENSG00000107105
9	23829667	AL365204.1	ENSG00000231460
9	23898051	AL365204.2	ENSG00000237414
9	24545943	IZUMO3	ENSG00000205442
9	24545949	AL353811.1	ENSG00000269957
9	25678855	TUSC1	ENSG00000198680
9	25780053	LINC01241	ENSG00000236306
9	26892801	CAAP1	ENSG00000120159
9	26947296	PLAA	ENSG00000137055
9	26956292	IFT74-AS1	ENSG00000234676
9	26956370	IFT74	ENSG00000096872
9	27005690	LRRC19	ENSG00000184434
9	27102627	AL355432.1	ENSG00000254396
9	27109138	TEK	ENSG00000120156
9	27297136	EQTN	ENSG00000120160
9	27391731	AL163192.1	ENSG00000237734
9	27524311	IFNK	ENSG00000147896
9	27529778	MOB3B	ENSG00000120162
9	27573863	C9orf72	ENSG00000147894
9	27610742	CTAGE12P	ENSG00000215441
9	27829273	AL360014.1	ENSG00000260390
9	27944494	AL353746.1	ENSG00000260412
9	28148208	AL451124.1	ENSG00000229060
9	28599289	KCTD10P1	ENSG00000224955
9	28670282	LINGO2	ENSG00000174482
9	30559478	SLC4A1APP1	ENSG00000232060
9	30689102	RBMXP2	ENSG00000215210
9	30832222	RPS26P2	ENSG00000233278
9	32384617	ACO1	ENSG00000122729
9	32526321	DDX58	ENSG00000107201
9	32550965	TOPORS	ENSG00000197579
9	32551141	SMIM27	ENSG00000235453
9	32566387	DFFBP1	ENSG00000232303
9	32573159	NDUFB6	ENSG00000165264
9	32645023	AL589642.2	ENSG00000230516
9	32647703	AL589642.1	ENSG00000223440
9	32676517	SNRPCP1	ENSG00000238001
9	32727519	AL157884.1	ENSG00000230867
9	32783496	TMEM215	ENSG00000188133
9	32841759	AL157884.2	ENSG00000231193
9	32945993	ASS1P12	ENSG00000237437
9	32980384	TCEA1P4	ENSG00000236184
9	33019950	LAGE3P1	ENSG00000225693
9	33025165	APTX	ENSG00000137074
9	33025208	DNAJA1	ENSG00000086061
9	33076664	SMU1	ENSG00000122692
9	33167353	B4GALT1	ENSG00000086062
9	33177417	B4GALT1-AS1	ENSG00000233554
9	33218362	SPINK4	ENSG00000122711
9	33264760	BAG1	ENSG00000107262
9	33264939	CHMP5	ENSG00000086065
9	33290508	NFX1	ENSG00000086102
9	33402642	AQP7	ENSG00000165269
9	33402854	AL356218.1	ENSG00000223678
9	33447608	AQP3	ENSG00000165272
9	33473927	NOL6	ENSG00000165271
9	33510708	SUGT1P1	ENSG00000226823
9	33514770	AL139008.2	ENSG00000228072
9	33524391	ANKRD18B	ENSG00000230453
9	33576377	SNX18P7	ENSG00000234373
9	33580692	CYP4F26P	ENSG00000226562
9	33614006	PRSS3P4	ENSG00000204982
9	33617759	TRBV20OR9-2	ENSG00000205274
9	33624222	ANXA2P2	ENSG00000231991
9	33638032	TRBV23OR9-2	ENSG00000229063
9	33649044	TRBV24OR9-2	ENSG00000215206
9	33677496	PTENP1	ENSG00000237984
9	33695764	TRBV26OR9-2	ENSG00000231165
9	33697456	AL356489.2	ENSG00000260947
9	33719687	AL356489.1	ENSG00000227301
9	33738413	LINC01251	ENSG00000233776
9	33750514	PRSS3	ENSG00000010438
9	33786525	TRBV29OR9-2	ENSG00000223394
9	33817564	UBE2R2	ENSG00000107341
9	33818792	UBE2R2-AS1	ENSG00000235481
9	33968515	OSTCP8	ENSG00000226801
9	34048946	UBAP2	ENSG00000137073
9	34049963	RN7SKP114	ENSG00000222259
9	34084329	AL354989.1	ENSG00000228352
9	34127396	DCAF12	ENSG00000198876
9	34134693	AL354989.2	ENSG00000239392
9	34179002	UBAP1	ENSG00000165006
9	34224625	AL353662.2	ENSG00000233668
9	34318404	SERPINH1P1	ENSG00000229207
9	34329197	KIF24	ENSG00000186638
9	34329503	NUDT2	ENSG00000164978
9	34376850	MYORG	ENSG00000164976
9	34397829	C9orf24	ENSG00000164972
9	34457411	DNAI1	ENSG00000122735
9	34458567	FAM219A	ENSG00000164970
9	34522254	AL160270.1	ENSG00000230729
9	34523038	ENHO	ENSG00000168913
9	34546993	AL160270.2	ENSG00000232983
9	34568012	CNTFR-AS1	ENSG00000237159
9	34590120	CNTFR	ENSG00000122756
9	34612100	RPP25L	ENSG00000164967
9	34620514	DCTN3	ENSG00000137100
9	34628103	ARID3C	ENSG00000205143
9	34637805	SIGMAR1	ENSG00000147955
9	34646632	GALT	ENSG00000213930
9	34651032	IL11RA	ENSG00000137070
9	34664044	CCL27	ENSG00000213927
9	34666108	AL162231.1	ENSG00000187186
9	34678096	AL162231.2	ENSG00000230074
9	34691273	CCL19	ENSG00000172724
9	34710120	CCL21	ENSG00000137077
9	34729463	FAM205A	ENSG00000205108
9	34838582	FAM205BP	ENSG00000257198
9	34895774	FAM205C	ENSG00000187791
9	34917171	GLULP4	ENSG00000178723
9	34957483	PHF24	ENSG00000122733
9	34989637	DNAJB5	ENSG00000137094
9	35010699	SYF2P2	ENSG00000233148
9	35041091	C9orf131	ENSG00000174038
9	35073245	VCP	ENSG00000165280
9	35080012	FANCG	ENSG00000221829
9	35096590	PIGO	ENSG00000165282
9	35097756	AL353795.2	ENSG00000234181
9	35103153	STOML2	ENSG00000165283
9	35116337	FAM214B	ENSG00000005238
9	35149180	AL353795.1	ENSG00000215198
9	35161998	UNC13B	ENSG00000198722
9	35406751	ATP8B5P	ENSG00000179766
9	35490123	RUSC2	ENSG00000198853
9	35507560	RPL36AP33	ENSG00000235619
9	35563895	FAM166B	ENSG00000215187
9	35592782	RPS29P17	ENSG00000227852
9	35605366	TESK1	ENSG00000107140
9	35642510	AL357874.2	ENSG00000231393
9	35646266	AL357874.1	ENSG00000227933
9	35646685	CD72	ENSG00000137101
9	35650936	SIT1	ENSG00000137078
9	35658014	RMRP	ENSG00000269900
9	35658300	CCDC107	ENSG00000159884
9	35671772	RN7SL22P	ENSG00000243136
9	35675756	ARHGEF39	ENSG00000137135
9	35675863	CA9	ENSG00000107159
9	35691016	TPM2	ENSG00000198467
9	35732330	TLN1	ENSG00000137076
9	35732392	CREB3	ENSG00000107175
9	35749225	RGP1	ENSG00000107185
9	35749982	GBA2	ENSG00000070610
9	35772159	AL133410.1	ENSG00000227388
9	35792150	NPR2	ENSG00000159899
9	35812268	SPAG8	ENSG00000137098
9	35815350	HINT2	ENSG00000137133
9	35816140	TMEM8B	ENSG00000137103
9	35828743	FAM221B	ENSG00000204930
9	35859979	OR13E1P	ENSG00000236083
9	35870460	OR13J1	ENSG00000168828
9	35906188	HRCT1	ENSG00000196196
9	35909479	SPAAR	ENSG00000235387
9	35943930	PGAM1P2	ENSG00000225639
9	35972314	YBX1P10	ENSG00000213866
9	36013180	OR2S1P	ENSG00000228307
9	36036429	RECK	ENSG00000122707
9	36136731	GLIPR2	ENSG00000122694
9	36169388	CCIN	ENSG00000185972
9	36190852	CLTA	ENSG00000122705
9	36277052	GNE	ENSG00000159921
9	36304920	HMGB3P24	ENSG00000215283
9	36487544	RNF38	ENSG00000137075
9	36572858	MELK	ENSG00000165304
9	36856551	AL450267.1	ENSG00000258885
9	37002773	AL161781.2	ENSG00000250850
9	37034102	PAX5	ENSG00000196092
9	37079772	AL512604.3	ENSG00000260100
9	37115486	AL512604.2	ENSG00000233242
9	37120535	ZCCHC7	ENSG00000147905
9	37205364	AL512604.1	ENSG00000228292
9	37422662	GRHPR	ENSG00000137106
9	37465395	ZBTB5	ENSG00000168795
9	37485931	POLR1E	ENSG00000137054
9	37490889	AL158156.1	ENSG00000230188
9	37509146	AL513165.1	ENSG00000234160
9	37576345	FBXO10	ENSG00000147912
9	37592638	TOMM5	ENSG00000175768
9	37637289	RAB1C	ENSG00000233111
9	37650996	FRMPD1	ENSG00000070601
9	37753803	TRMT10B	ENSG00000165275
9	37800498	DCAF10	ENSG00000122741
9	37801433	EXOSC3	ENSG00000107371
9	37836040	AL138752.1	ENSG00000232454
9	37878112	PAICSP1	ENSG00000226055
9	37885679	TMX2P1	ENSG00000213839
9	37904349	SLC25A51	ENSG00000122696
9	38069209	SHB	ENSG00000107338
9	38392660	ALDH1B1	ENSG00000137124
9	38424443	IGFBPL1	ENSG00000137142
9	38454066	ARMC8P1	ENSG00000225254
9	38478467	TCEA1P3	ENSG00000215165
9	38488334	GAS2L1P1	ENSG00000229511
9	38505478	VN1R48P	ENSG00000237487
9	38527093	FAM220BP	ENSG00000176007
9	38542761	AL390726.5	ENSG00000273036
9	38543442	AL390726.2	ENSG00000250989
9	38568207	SNX18P3	ENSG00000225345
9	38620656	ANKRD18A	ENSG00000180071
9	38620730	FAM201A	ENSG00000204860
9	38643038	YWHABP1	ENSG00000237557
9	39154071	RBM17P1	ENSG00000226625
9	39159067	AL353729.2	ENSG00000271454
9	39288311	CNTNAP3	ENSG00000106714
9	39355698	SPATA31A1	ENSG00000204849
9	41954579	BX664615.1	ENSG00000229273
9	42019579	FGF7P3	ENSG00000204837
9	42250839	AL773545.3	ENSG00000237846
9	42266979	C2orf27AP3	ENSG00000230804
9	42368302	ANKRD20A2	ENSG00000183148
9	42411968	BX664727.3	ENSG00000240240
9	42466316	FAM95B1	ENSG00000223839
9	42493616	GXYLT1P3	ENSG00000232433
9	42668607	CBWD6	ENSG00000215126
9	42859084	AMYH02020865.1	ENSG00000184906
9	43630729	SPATA31A6	ENSG00000185775
9	43684901	CNTNAP3B	ENSG00000154529
9	43997829	CNN2P4	ENSG00000213816
9	44020590	CYP4F60P	ENSG00000230635
9	44069880	CR848007.1	ENSG00000170165
9	44118443	ANKRD20A7P	ENSG00000236816
9	44147905	MEP1AP4	ENSG00000224537
9	44175726	ADGRF5P2	ENSG00000204818
9	44402427	BX088651.4	ENSG00000237357
9	44823713	FAM242D	ENSG00000231248
9	44873416	AL935212.2	ENSG00000231454
9	44990313	FAM27C	ENSG00000154537
9	44997776	AL391987.2	ENSG00000204805
9	45047144	FAM242E	ENSG00000229697
9	45108391	CR769775.1	ENSG00000231527
9	46577619	AL590399.4	ENSG00000231995
9	46687461	FGF7P6	ENSG00000227449
9	46844102	BX005266.1	ENSG00000212951
9	46844326	BX005266.2	ENSG00000226007
9	66457284	LINC01410	ENSG00000238113
9	66458261	RNA5SP283	ENSG00000202474
9	66494195	AL512625.2	ENSG00000229422
9	66499742	PTGER4P2	ENSG00000184523
9	66500641	CDK2AP2P2	ENSG00000237451
9	66513031	MYO5BP2	ENSG00000238245
9	66520780	ADGRF5P1	ENSG00000227582
9	66544358	FGF7P8	ENSG00000219693
9	66553672	AL512625.3	ENSG00000234665
9	66553911	AL512625.1	ENSG00000170161
9	66960612	BMS1P9	ENSG00000198312
9	67032071	AL591379.1	ENSG00000182021
9	67032330	AQP7P4	ENSG00000176115
9	67285297	AL845321.1	ENSG00000228522
9	67289491	AQP7P1	ENSG00000186466
9	67334982	BMS1P10	ENSG00000237238
9	68177567	AL591438.1	ENSG00000233555
9	68298798	AL591438.2	ENSG00000234042
9	68315597	AL772155.3	ENSG00000268951
9	68358557	MYO5BP3	ENSG00000228656
9	68370974	CDK2AP2P3	ENSG00000226020
9	68371876	PTGER4P3	ENSG00000239684
9	68409892	CR786580.1	ENSG00000225411
9	68414195	DUX4L50	ENSG00000232815
9	68455374	FRG1JP	ENSG00000215548
9	69269661	AL163540.1	ENSG00000204790
9	69381811	ANKRD20A4	ENSG00000172014
9	69451763	SNX18P9	ENSG00000224185
9	69475236	CR769776.2	ENSG00000229156
9	69477880	CYP4F25P	ENSG00000224106
9	69499486	CNN2P3	ENSG00000235832
9	69501017	GXYLT1P6	ENSG00000235310
9	69650003	AQP7P2	ENSG00000181997
9	69650262	AL445665.1	ENSG00000176134
9	69721728	BMS1P11	ENSG00000225883
9	69777952	IGKV1OR-2	ENSG00000156755
9	69823846	BNIP3P4	ENSG00000271225
9	69830287	AL359955.1	ENSG00000197550
9	69901480	AC125634.1	ENSG00000223602
9	70178814	FOXD4L5	ENSG00000204779
9	70216620	CBWD4P	ENSG00000204778
9	70497239	CBWD5	ENSG00000147996
9	70662043	AL591479.1	ENSG00000233765
9	70843566	AL353608.2	ENSG00000226904
9	70856396	CBWD3	ENSG00000196873
9	70917275	FOXD4L3	ENSG00000187559
9	70921443	AL353608.3	ENSG00000234394
9	70954178	PGM5	ENSG00000154330
9	70972767	PGM5-AS1	ENSG00000224958
9	71021415	AL161457.2	ENSG00000233178
9	71041758	AL161457.1	ENSG00000229019
9	71155782	TMEM252	ENSG00000181778
9	71155951	AL353616.2	ENSG00000226337
9	71161504	LINC01506	ENSG00000234506
9	71320574	PIP5K1B	ENSG00000107242
9	71394963	FAM122A	ENSG00000187866
9	71404585	AL354794.2	ENSG00000236998
9	71629038	PRKACG	ENSG00000165059
9	71650174	FXN	ENSG00000165060
9	71736223	TJP2	ENSG00000119139
9	71939487	FAM189A2	ENSG00000135063
9	72087381	AL353693.1	ENSG00000229312
9	72287221	APBA1	ENSG00000107282
9	72287664	AL162412.1	ENSG00000261447
9	72374874	PTAR1	ENSG00000188647
9	72435654	C9orf135-DT	ENSG00000225626
9	72435708	C9orf135	ENSG00000204711
9	72658496	MAMDC2	ENSG00000165072
9	72790803	MAMDC2-AS1	ENSG00000204706
9	72832110	RPL24P8	ENSG00000236801
9	72873781	SMC5-AS1	ENSG00000268364
9	72873936	SMC5	ENSG00000198887
9	73029539	KLF9	ENSG00000119138
9	73194376	RN7SL726P	ENSG00000272232
9	73532416	PIGUP1	ENSG00000224437
9	74061750	TRPM3	ENSG00000083067
9	74431605	CEMIP2	ENSG00000135048
9	74525846	ABHD17B	ENSG00000107362
9	74526425	C9orf85	ENSG00000155621
9	74623051	HSPB1P1	ENSG00000236060
9	74687732	C9orf57	ENSG00000204669
9	74729510	GDA	ENSG00000119125
9	74872251	AL135924.2	ENSG00000235523
9	74920345	LINC01504	ENSG00000225434
9	74980162	ZFAND5	ENSG00000107372
9	75136716	TMC1	ENSG00000165091
9	75489024	LINC01474	ENSG00000236849
9	75695357	ALDH1A1	ENSG00000165092
9	75766672	ANXA1	ENSG00000135046
9	76090988	DPP3P2	ENSG00000221844
9	76263743	AL512594.1	ENSG00000236701
9	76986446	AL355674.1	ENSG00000227809
9	77112280	RORB	ENSG00000198963
9	77114042	RORB-AS1	ENSG00000224825
9	77419388	RPSAP75	ENSG00000270954
9	77503009	TRPM6	ENSG00000119121
9	77567801	C9orf40	ENSG00000135045
9	77567883	C9orf41-AS1	ENSG00000203321
9	77630951	AL158825.2	ENSG00000229587
9	77643338	CARNMT1	ENSG00000156017
9	77703132	NMRK1	ENSG00000106733
9	77703458	OSTF1	ENSG00000134996
9	78017907	AL158073.1	ENSG00000235707
9	78505559	PCSK5	ENSG00000099139
9	78902996	RBM22P5	ENSG00000231137
9	79009432	RFK	ENSG00000135002
9	79013614	RPSAP9	ENSG00000234618
9	79034751	GCNT1	ENSG00000187210
9	79379351	PCA3	ENSG00000225937
9	79521002	PRUNE2	ENSG00000106772
9	79634570	FOXB2	ENSG00000204612
9	79792268	VPS13A	ENSG00000197969
9	79792909	VPS13A-AS1	ENSG00000232998
9	80071210	GNA14-AS1	ENSG00000231373
9	80263222	GNA14	ENSG00000156049
9	80646373	GNAQ	ENSG00000156052
9	80766108	AL353705.2	ENSG00000233457
9	80793178	AL353705.3	ENSG00000233947
9	80850977	CEP78	ENSG00000148019
9	80912058	PSAT1	ENSG00000135069
9	81760588	AL512634.1	ENSG00000260995
9	82006218	CHCHD2P9	ENSG00000186940
9	82147256	LNCARSR	ENSG00000233086
9	82186687	TLE4	ENSG00000106829
9	82465785	AL161912.3	ENSG00000270691
9	82477933	NPAP1P6	ENSG00000238002
9	82501592	AL161912.1	ENSG00000232494
9	82503915	AL161912.2	ENSG00000260564
9	82645493	LINC01507	ENSG00000230945
9	82975252	NPAP1P4	ENSG00000236521
9	83180876	MTND2P9	ENSG00000225901
9	83486209	AL138749.1	ENSG00000226798
9	84103222	AL161727.1	ENSG00000237072
9	84304219	TLE1	ENSG00000196781
9	84304627	AL591368.1	ENSG00000233926
9	84528351	SPATA31D5P	ENSG00000240632
9	84543397	SPATA31D4	ENSG00000189357
9	84558473	SPATA31D3	ENSG00000186788
9	84583752	SPATA31D2P	ENSG00000237770
9	84592003	AL158154.2	ENSG00000267559
9	84603686	SPATA31D1	ENSG00000214929
9	84678596	SPATA31B1P	ENSG00000231649
9	84703682	DDX10P2	ENSG00000230360
9	84887670	AL162726.3	ENSG00000228430
9	85020102	AL162726.1	ENSG00000225085
9	85042939	MTCO3P40	ENSG00000228046
9	85047819	AL162726.2	ENSG00000228123
9	85069821	AL162726.4	ENSG00000232749
9	85678091	RASEF	ENSG00000165105
9	85834245	AL137847.1	ENSG00000229109
9	85890855	RNU4-29P	ENSG00000251752
9	85891290	AL137847.2	ENSG00000237529
9	86153460	FRMD3	ENSG00000172159
9	86237963	IDNK	ENSG00000148057
9	86323117	UBQLN1	ENSG00000135018
9	86323232	AL354920.1	ENSG00000254473
9	86444430	GKAP1	ENSG00000165113
9	86444570	AL354733.1	ENSG00000226877
9	86453658	AL354733.2	ENSG00000231616
9	86536341	KIF27	ENSG00000165115
9	86571900	C9orf64	ENSG00000165118
9	86587147	AL354733.3	ENSG00000235298
9	86595568	HNRNPK	ENSG00000165119
9	86595625	RMI1	ENSG00000178966
9	86678357	AL390838.1	ENSG00000227463
9	86893259	AL356134.1	ENSG00000233262
9	86955671	SLC28A3	ENSG00000197506
9	87283465	NTRK2	ENSG00000148053
9	88356943	AGTPBP1	ENSG00000135049
9	88368220	AL353743.4	ENSG00000234424
9	88380026	AL157882.1	ENSG00000229454
9	88408394	AL353743.2	ENSG00000230303
9	88430880	AL353743.1	ENSG00000165121
9	88513817	PHBP7	ENSG00000213711
9	88549502	AL353743.3	ENSG00000231741
9	88556060	NAA35	ENSG00000135040
9	88715087	GOLM1	ENSG00000135052
9	88747536	AL161447.1	ENSG00000233713
9	88873560	RN7SKP264	ENSG00000223012
9	88874571	C9orf153	ENSG00000187753
9	88897675	ISCA1	ENSG00000135070
9	88969368	TUT7	ENSG00000083223
9	89029196	AL158828.1	ENSG00000235819
9	89562103	GAS1	ENSG00000180447
9	89563613	GAS1RR	ENSG00000226237
9	89626566	CDC20P1	ENSG00000231007
9	89657040	AL513318.2	ENSG00000269994
9	89700065	AL513318.1	ENSG00000224887
9	89763558	C9orf170	ENSG00000204446
9	90112142	DAPK1	ENSG00000196730
9	90140216	AL161787.1	ENSG00000219928
9	90340433	CTSL	ENSG00000135047
9	90387367	CTSL3P	ENSG00000188029
9	90452139	FBP2P1	ENSG00000237743
9	90459066	CTSLP8	ENSG00000234575
9	90468356	AL772337.2	ENSG00000233884
9	90474313	AL772337.1	ENSG00000214888
9	90479080	AL772337.3	ENSG00000234460
9	90497740	SPATA31E1	ENSG00000177992
9	90529407	SPATA31C1	ENSG00000230246
9	90559937	AL353572.2	ENSG00000238110
9	90589667	CDK20	ENSG00000156345
9	90631214	RPS10P3	ENSG00000217716
9	90681829	AL353572.1	ENSG00000225385
9	90753360	SPATA31C2	ENSG00000177910
9	90795587	AL451142.1	ENSG00000204429
9	90939368	RPSAP49	ENSG00000226327
9	91003333	SPIN1	ENSG00000106723
9	91026377	HNRNPA1P14	ENSG00000227638
9	91100239	AL353748.1	ENSG00000231804
9	91150015	NXNL2	ENSG00000130045
9	91267074	AL592486.1	ENSG00000228189
9	91606361	S1PR3	ENSG00000213694
9	91724848	AL353150.1	ENSG00000224945
9	91793681	SHC3	ENSG00000148082
9	91926112	CKS2	ENSG00000123975
9	91933420	SECISBP2	ENSG00000187742
9	92064472	PA2G4P6	ENSG00000231799
9	92087151	AL590233.1	ENSG00000225460
9	92113044	SEMA4D	ENSG00000187764
9	92219927	GADD45G	ENSG00000130222
9	92316565	UNQ6494	ENSG00000237372
9	92501141	BX470209.1	ENSG00000226206
9	92740563	AL161629.1	ENSG00000237626
9	92803780	MIR4290HG	ENSG00000227555
9	92844850	IL6RP1	ENSG00000234910
9	92978320	OR7E31P	ENSG00000185074
9	93195786	LINC01508	ENSG00000231107
9	93345025	LINC01501	ENSG00000229613
9	93405385	DIRAS2	ENSG00000165023
9	93505661	OR7E109P	ENSG00000236316
9	93514511	OR7E108P	ENSG00000270432
9	93564068	SYK	ENSG00000165025
9	93727674	AL355607.1	ENSG00000228216
9	93759335	AL355607.2	ENSG00000260454
9	93869585	AL158071.2	ENSG00000230537
9	93881343	LINC00484	ENSG00000229694
9	93881841	AL158071.3	ENSG00000237422
9	93932326	AL158071.1	ENSG00000230147
9	93972580	AL158071.4	ENSG00000273381
9	94124194	AUH	ENSG00000148090
9	94186143	NFIL3	ENSG00000165030
9	94188519	AL353764.1	ENSG00000233081
9	94712443	ROR2	ENSG00000169071
9	94871294	MTCO3P29	ENSG00000228069
9	94872449	MTND3P23	ENSG00000238288
9	94873150	MTND4P15	ENSG00000227321
9	94877665	SPTLC1	ENSG00000090054
9	94894679	AL354751.1	ENSG00000234537
9	94903579	LINC00475	ENSG00000225511
9	94933522	BEND3P2	ENSG00000224809
9	94967637	AL136097.2	ENSG00000236115
9	95056037	IARS	ENSG00000196305
9	95087764	NOL8	ENSG00000198000
9	95087918	CENPP	ENSG00000188312
9	95166977	OGN	ENSG00000106809
9	95186742	OMD	ENSG00000127083
9	95244787	ASPN	ENSG00000106819
9	95298936	ECM2	ENSG00000106823
9	95432546	IPPK	ENSG00000127080
9	95439688	AL137074.1	ENSG00000213669
9	95527093	BICD2	ENSG00000185963
9	95571669	ANKRD19P	ENSG00000187984
9	95640303	ZNF484	ENSG00000127081
9	95644848	AL136981.1	ENSG00000226668
9	95656786	SNX18P2	ENSG00000232843
9	95675437	ALOX15P2	ENSG00000188101
9	95709732	FGD3	ENSG00000127084
9	95820988	SUSD3	ENSG00000157303
9	95857810	AL451065.1	ENSG00000223446
9	95858499	CARD19	ENSG00000165233
9	95896569	NINJ1	ENSG00000131669
9	95909321	AL390760.1	ENSG00000203364
